tmdbId,Title,Release_Date,TMDb_Rating,Genres,Cast,Director,Overview,Original_Title,movieId,User_Avg_Rating,Rating_Norm
108614,The Seminarian,2010-08-01,4.604,Drama,"Mark Cirillo, Linda J. Carter, Philip Willcox, Alex Matute, Javier Montoya",Joshua Lim,"The Seminarian is a story about Ryan, a closeted gay student in his final semester of seminary studies. Despite his school's hostile stance towards homosexuality, Ryan has two gay classmates - Gerald and Anthony - in whom he secretly confides. He is also close to his religiously devout mother who, as things stand, is unaware of his sexual orientation. Ryan needs to complete a solid theological thesis in order to continue doctoral work at the university of his dreams. As he works on his thesis 'The Divine Gift of Love,' Ryan begins a relationship with Bradley - a guy he has met on the Internet who seems perpetually unable to commit himself. Ryan confides in Gerald and Anthony, only to learn about their romantic struggles as well. Consequently, Ryan questions his views on God's gift of love.",The Seminarian (2010),144220,2.25,0.45
58959,A Better Tomorrow,2010-09-16,6.049,"Drama, Action, Thriller","Ju Jin-mo, Song Seung-heon, Kim Kang-woo, Jo Han-sun, Kim Hae-gon",Song Hae-sung,"An idealistic policeman must bring down his estranged older brother, now a powerful gangster in a South Korean port city.","Better Tomorrow, A (Moo-jeok-ja) (2010)",144282,3.4642857142857144,0.6928571428571428
50479,Avalon High,2011-01-28,6.174,"Fantasy, Family, Drama, TV Movie","Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly C. Quinn",Stuart Gillard,"Elaine ""Ellie"" Harrison has just moved from Minnesota to Annapolis, Maryland while her parents take a year-long sabbatical to continue their medieval studies in nearby Washington D.C. Her new high school, Avalon High, seems like a typical high school with the stereotypical students: Lance the jock, Jennifer the cheerleader, Marco, the bad boy/desperado, and Will, the senior class president, quarterback, and all around good guy. But not everyone at Avalon High is who they appear to be, not even Ellie herself. Eventually, it becomes apparent that Avalon High is a situation where the ancient Arthurian legend is repeating itself.",Avalon High (2010),144298,3.3863636363636362,0.6772727272727272
41980,Once a Gangster,2010-05-20,6.4,"Action, Comedy, Crime","Ekin Cheng, Jordan Chan Siu-Chun, Michelle Ye Xuan, Alex Fong Chung-Sun, Candice Yu On-On",Felix Chong Man-Keung,"Roast Pork joins the triad as a young man and ends up becoming a trusted lieutenant of boss Kerosene. However, his true passion is in his successful chain of restaurants, his loving wife, and his two children. So when Kerosene wants to promote his trusted right hand man to the top of the organization as a way to take on his financial debts, it's understandable why Roast Pork would want to refuse. Roast Pork comes up with an intricate scheme with his men that would take himself out of the running, but Kerosene's intervention causes it to fail. When all hopes appears to be lost, lifelong gangster Sparrow is released from jail after serving a 20-year sentence for committing a gang-related murder that earned him a guarantee for the leader spot. However, Sparrow has made his own plans to stay out of the gang, setting off a battle of wits between the two men.",Once a Gangster (2010),144334,3.65,0.73
56578,Troubleshooter,2010-09-12,6.8,"Action, Crime, Drama","Sul Kyung-gu, Lee Jung-jin, Oh Dal-su, Ju Jin-mo, Lee Sung-min",Kwon Hyeok-jae,"Kang Tae-sik is a private detective who would do anything for money. One day, he gets framed for a murder by a ruthless boss of the criminal underworld and a mysterious caller watches and controls his every move. He must use a wide array of techno-gadgetry at his disposal to clear himself and exact revenge within 24 hours given to him.",Troubleshooter (2010),144342,3.5,0.7
61062,The Unjust,2010-10-28,6.6,"Crime, Thriller","Hwang Jung-min, Ryoo Seung-bum, Yoo Hai-jin, Cheon Ho-jin, Don Lee",Ryoo Seung-wan,An honest cop has to compromise with his principles when he is told to find a scapegoat for a high-profile serial killer case in exchange for a big promotion.,The Unjust (2010),144362,3.2777777777777777,0.6555555555555556
44245,Triple Tap,2010-06-30,6.4,"Action, Thriller, Mystery, Adventure","Louis Koo, Daniel Wu, Charlene Choi Chuek-Yin, Li Bingbing, Chapman To Man-Chat",Derek Yee,"Champion competitive marksman Ken comes across an armored van robbery. He sees a policeman held hostage and shoots and kills four of the robbers. One of the robbers escapes and the policeman survives. The case is handled by Jerry Chang, whom Ken knows from having recently beaten him in a shooting match. Ken is found not guilty in court. Soon after, Ken is attacked by the escaped robber Pang Tao. Their confrontation reveals a very different background story and brings about a myriad of lies and traps and changes in relationships as Jerry and Ken try to outsmart each other.",Triple Tap (2010),144368,3.45,0.6900000000000001
55758,Midnight FM,2010-10-14,6.893,"Thriller, Crime, Action","Soo Ae, Yoo Ji-tae, Don Lee, Jeong Man-sik, Choi Song-hyun",Kim Sang-man,"Popular TV anchorwoman & late night DJ Ko Sun-young set to host her final radio program. During the show, she receives a startling text message instructing her to follow specific directions or endanger the lives of her family.",Midnight FM (2010),144444,3.676470588235294,0.7352941176470588
68252,Haunters,2010-11-10,6.322,"Thriller, Science Fiction, Action","Gang Dong-won, Go Soo, Enes Kaya, Abu Dodd, Jung Eun-chae",Kim Min-suk,"Cho-in has special powers that allow him to control everyone he can see, that is until he meets Kyu-nam, the only person he can't control. A series of events begins a confrontation that pushes both men to the brink.",Haunters (2010),144500,3.1842105263157894,0.6368421052631579
58679,"The Butcher, the Chef, and the Swordsman",2011-03-17,5.4,"Comedy, Action, Adventure","Masanobu Ando, Zhang Yuqi, Liu Xiao-Ye, Han Pengyi, Dong Li-Fan",Wuershan,"A tale of revenge, honor and greed follows a group of misfits that gets involved with a kitchen cleaver made from the top five swords of the martial arts world in this wild and brash action comedy.","The Butcher, the Chef, and the Swordsman (2010)",144558,2.5,0.5
34777,Bad Blood,2010-01-21,5.3,"Action, Thriller","Simon Yam, Andy On, Bernice Liu, Chris Lai, Ken Lo Wai-Kwong",Dennis Law Sau-Yiu,"When the boss of a ruling Hong Kong triad is arrested and executed in China for counterfeiting money, mayhem ensues as the mob's leading contenders circle the throne.",King of Triads (2010),144564,2.25,0.45
50210,Man of Vendetta,2010-07-01,6.4,"Thriller, Action","Kim Myung-min, Kim So-hyun, Uhm Ki-joon, Park Joo-mi, Lee Byung-joon",Woo Min-ho,"A respected pastor is shattered when his daughter is kidnapped and not returned. He renounces his faith in God and becomes a corrupt businessman. Years later, he receives a call and finds that his daughter is still alive and is with the kidnapper. His resolute attempt to rescue her begins.",Man Of Vendetta (2010),144566,3.0,0.6
42380,Gallants,2010-06-04,6.48,"Action, Comedy","Wong Yau-Nam, Chen Kuan-Tai, Bruce Leung Siu-Lung, Teddy Robin, JJ Jia","Clement Cheng Si-Kit, Derek Kwok Chi-Kin","Master Law awakes from a 30-year coma without memories, but his martial arts skills are intact. His renowned kung fu academy is now a teahouse, and greedy developers are trying to steamroll it to make way for condos",Gallants (2010),144574,3.1785714285714284,0.6357142857142857
52441,Parallel Life,2010-02-18,6.2,"Action, Thriller, Mystery","Ji Jin-hee, Lee Jong-hyuk, Yoon Se-a, Park Byung-eun, Ha Jung-woo",Kwon Ho-young,"A young man finds out that he is living a completely identical life to another man who lived decades ago. And when his wife is murdered the same way as the previous man's, he decides to dig into the older case to find clues about who was the murderer this time.",Parallel Life (2010),144586,3.1818181818181817,0.6363636363636364
40025,Black Ransom,2010-01-07,5.9,"Action, Crime, Thriller","Simon Yam, Michael Miu Kiu-Wai, Fala Chen, Andy On, Kenny Wong Tak-Ban","Venus Keung, Wong Jing","A powerful triad boss has been kidnapped, and the new police superintendent Koo decides to recruit the help of Mann, a former supercop who has since been relegated to back-up duty. Mann has his work cut out for him when he realizes his opponent is Sam, a former cop with plenty of grudges. When Sam takes the fight to Mann’s family, Mann is more than determined to bring down the dangerous kidnapper and his gang.",Black Ransom (2010),144598,3.0,0.6
113377,Freedom Riders,2010-02-01,7.6,"Documentary, History","Raymond Arsenault, Genevieve Houghton, Gordon Carey, Derek Catsam, John Lewis",Stanley Nelson,"This is the story of more than four hundred Americans who participated in a bold and dangerous experiment designed to awaken the conscience of a complacent nation. These self-proclaimed, 'Freedom Riders' challenged the mores of a racially segregated society by performing a disarmingly simple act.",Freedom Riders (2010),144670,3.6666666666666665,0.7333333333333333
160106,Škola princů,2010-01-18,4.0,Family,"Matouš Ruml, Sarah Haváčová, Pavel Liška, Jiří Lábus, Oldřich Navrátil",Roman Vávra,"In a kingdom lived Prince Peter, who was far too kind-hearted. Such an obedient boy could hardly ascend the throne, and so his father, the king, had considerable concerns about this.",Škola princů (2010),144958,3.5,0.7
228221,The Edge of Dreaming,2010-11-12,4.8,Documentary,,Amy Hardie,"This is the story of a rational, skeptical woman, a mother and wife, who does not remember her dreams. Except once, when she dreamed her horse was dying. She woke so scared she went outside in the night. She found him dead. The next dream told her she would die herself, when she was 48.",The Edge of Dreaming (2010),144990,3.25,0.65
84094,Railways,2010-05-29,7.0,Drama,"Kiichi Nakai, Reiko Takashima, Yuika Motokariya, Shiro Sano, Tomoko Naraoka",Yoshinari Nishikôri,"A heartwarming tale about the turning point in the life of an elite business man in his fifties and a local train that has been running since 1911. Hajime is in line to be the next head of a prominent electronics company. He toils day and night over his work and has no time for his family. But one day, his mother in Shimane falls ill, and his best friend dies in an accident. Grief-stricken, Hajime returns home, where memories of his childhood dream come back to him. He had always wanted to be a train conductor and drive the local ""bataden"" Ichibata Electric Railway.",Railways (2010),145046,2.5,0.5
56623,Ao: The Last Hunter,2010-01-29,5.68,"Adventure, History","Helmi Dridi, Vesela Kazakova, Aruna Shields, Simon Paul Sutton, Yavor Veselinov",Jacques Malaterre,"When his clan, including his wife and baby girl Néa, are massacred, Ao, a desperate Neandertal man, decides to leave the North country where he has been living for the South where he was born. His aim is to join his twin brother, from whom he was separated when he was nine. On his long and adventurous way home, he meets Aki, a Homo Sapiens woman...","Ao, The Last Neanderthal (2010)",145052,3.5,0.7
44224,Bear,2010-06-04,4.5,"Horror, Action, Thriller","Patrick Scott Lewis, Katie Lowes, Brendan Michael Coughlin, Mary Alexandra Stiefvater",Roel Reiné,"Two young couples are driving through a remote forest when their car breaks down. When a run-in with a curious grizzly bear ends up with the bear being shot to death, the bear's mate arrives on the scene and vengefully attacks their van. The couples are trapped inside the disabled car and must come up with clever ways to survive. As they battle the surprisingly intelligent creature, and contemplate their uncertain fate, secrets begin to emerge that threaten to tear the group apart before the bear does.",Bear (2010),145220,1.1666666666666667,0.23333333333333334
49347,Needle,2010-06-04,5.1,"Horror, Thriller, Mystery","Travis Fimmel, Ben Mendelsohn, Murray Bartlett, Michael Dorman, Jane Badler",John V. Soto,"College student Ben inherits a curious old mechanical box that churns out voodoo dolls. When a shadowy figure starts using the box to murder Ben's friends, he must find the killer.",Needle (2010),145281,2.625,0.525
44037,Lake Placid 3,2010-10-06,5.048,"Horror, Action, Science Fiction, Thriller","Colin Ferguson, Yancy Butler, Kirsty Mitchell, Kacey Barnfield, Michael Ironside",Griff Furst,"A game warden moves his family to Lake Placid, once the site of deadly crocodile attacks. Locals assure him the crocs are gone, but his mischievous young son finds a few baby crocs and begins feeding them. They quickly grow into very big adults and start attacking the game warden's family and nearby town.",Lake Placid 3 (2010),145522,1.7727272727272727,0.35454545454545455
